"CN","SRV_CN","CTY_CN","PREV_PLT_CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","PLOT_STATUS_CD","PLOT_NONSAMPLE_REASN_CD","MEASYEAR","MEASMON","MEASDAY","REMPER","KINDCD","DESIGNCD","RDDISTCD","WATERCD","LAT","LON","ELEV","GROW_TYP_CD","MORT_TYP_CD","P2PANEL","P3PANEL","ECOSUBCD","CONGCD","MANUAL","KINDCD_NC","QA_STATUS","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","MICROPLOT_LOC","DECLINATION","EMAP_HEX","SAMP_METHOD_CD","SUBP_EXAMINE_CD","MACRO_BREAKPOINT_DIA","INTENSITY","CYCLE","SUBCYCLE","ECO_UNIT_PNW","TOPO_POSITION_PNW","NF_SAMPLING_STATUS_CD","NF_PLOT_STATUS_CD","NF_PLOT_NONSAMPLE_REASN_CD","P2VEG_SAMPLING_STATUS_CD","P2VEG_SAMPLING_LEVEL_DETAIL_CD","INVASIVE_SAMPLING_STATUS_CD","INVASIVE_SPECIMEN_RULE_CD","DESIGNCD_P2A","MANUAL_DB","SUBPANEL","COLOCATED_CD_RMRS","CONDCHNGCD_RMRS","FUTFORCD_RMRS","MANUAL_NCRS","MANUAL_NERS","MANUAL_RMRS","PAC_ISLAND_PNWRS","PLOT_SEASON_NERS","PRECIPITATION","PREV_MICROPLOT_LOC_RMRS","PREV_PLOT_STATUS_CD_RMRS","REUSECD1","REUSECD2","REUSECD3"
"10192419010661","10187291010661","1320614010538","",1983,50,2,5,125,1,,1983,8,0,,0,101,,,44.61116,-72.02732,,,,,,"M211Ba",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10192446010661","10187291010661","1320614010538","",1983,50,2,5,126,1,,1983,8,0,,0,101,,,44.58339,-72.0551,,,,,,"M211Ba",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10192502010661","10187291010661","1320614010538","",1983,50,2,5,127,2,,1983,8,0,,0,101,,,44.55561,-72.08288,,,,,,"M211Ba",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10192504010661","10187291010661","1320614010538","",1983,50,2,5,128,2,,1983,8,0,,0,101,,,44.52783,-72.0551,,,,,,"M211Ba",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10192506010661","10187291010661","1320614010538","",1983,50,2,5,129,1,,1983,8,0,,0,101,,,44.36117,-72.11065,,,,,,"M211Ba",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10192549010661","10187291010661","1320614010538","",1983,50,2,5,130,2,,1983,8,0,,0,101,,,44.4445,-72.0551,,,,,,"M211Ba",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10192551010661","10187291010661","1320614010538","",1983,50,2,5,131,1,,1983,8,0,,0,101,,,44.27784,-72.08287,,,,,,"M211Bb",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10192606010661","10187291010661","1320614010538","",1983,50,2,5,132,2,,1983,8,0,,0,101,,,44.22228,-72.08287,,,,,,"M211Bb",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10192608010661","10187291010661","1320614010538","",1983,50,2,5,133,1,,1983,8,0,,0,101,,,44.72227,-71.99954,,,,,,"M211Ae",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10192666010661","10187291010661","1320614010538","",1983,50,2,5,134,2,,1983,8,0,,0,101,,,44.61116,-71.94398,,,,,,"M211Ae",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10192668010661","10187291010661","1320614010538","",1983,50,2,5,135,1,,1983,9,0,,0,101,,,44.61116,-71.99954,,,,,,"M211Ba",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10192739010661","10187291010661","1320614010538","",1983,50,2,5,136,2,,1983,8,0,,0,101,,,44.61116,-71.99954,,,,,,"M211Ba",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10192741010661","10187291010661","1320614010538","",1983,50,2,5,137,2,,1983,8,0,,0,101,,,44.52783,-71.94398,,,,,,"M211Ae",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10192743010661","10187291010661","1320614010538","",1983,50,2,5,138,1,,1983,9,0,,0,101,,,44.50006,-71.99954,,,,,,"M211Ba",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10192783010661","10187291010661","1320614010538","",1983,50,2,5,139,2,,1983,8,0,,0,101,,,44.4445,-71.97176,,,,,,"M211Ba",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10192785010661","10187291010661","1320614010538","",1983,50,2,5,140,1,,1983,8,0,,0,101,,,44.36117,-71.97176,,,,,,"M211Ba",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10192829010661","10187291010661","1320614010538","",1983,50,2,5,141,1,,1983,6,0,,0,101,,,44.6945,-71.91621,,,,,,"M211Ae",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10192855010661","10187291010661","1320614010538","",1983,50,2,5,142,1,,1983,6,0,,0,101,,,44.63894,-71.91621,,,,,,"M211Ae",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10192864010661","10187291010661","1320614010538","",1983,50,2,5,143,1,,1983,8,0,,0,101,,,44.63894,-71.94398,,,,,,"M211Ae",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10192919010661","10187291010661","1320614010538","",1983,50,2,5,144,1,,1983,8,0,,0,101,,,44.61116,-71.91621,,,,,,"M211Ae",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10192936010661","10187291010661","1320614010538","",1983,50,2,5,145,1,,1983,8,0,,0,101,,,44.61116,-71.91621,,,,,,"M211Ae",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10192990010661","10187291010661","1320614010538","",1983,50,2,5,146,1,,1983,8,0,,0,101,,,44.61116,-71.86065,,,,,,"M211Ae",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10193040010661","10187291010661","1320614010538","",1983,50,2,5,147,1,,1983,6,0,,0,101,,,44.41673,-71.9162,,,,,,"M211Ba",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10193087010661","10187291010661","1320614010538","",1983,50,2,5,148,2,,1983,6,0,,0,101,,,44.33339,-71.94398,,,,,,"M211Ba",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10194271010661","10187291010661","1320615010538","",1983,50,2,9,132,1,,1983,5,0,,0,101,,,45.00005,-71.88843,,,,,,"M211Af",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10194337010661","10187291010661","1320615010538","",1983,50,2,9,133,1,,1983,5,0,,0,101,,,44.97227,-71.88843,,,,,,"M211Af",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10194390010661","10187291010661","1320615010538","",1983,50,2,9,134,1,,1983,5,0,,0,101,,,44.94449,-71.88843,,,,,,"M211Af",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10194436010661","10187291010661","1320615010538","",1983,50,2,9,135,1,,1983,5,0,,0,101,,,44.97227,-71.77732,,,,,,"M211Af",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10194452010661","10187291010661","1320615010538","",1983,50,2,9,136,2,,1983,6,0,,0,101,,,44.66672,-71.86065,,,,,,"M211Ae",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10194454010661","10187291010661","1320615010538","",1983,50,2,9,137,1,,1983,6,0,,0,101,,,44.52783,-71.88843,,,,,,"M211Ae",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10194497010661","10187291010661","1320615010538","",1983,50,2,9,138,1,,1983,6,0,,0,101,,,44.91671,-71.88843,,,,,,"M211Af",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10194540010661","10187291010661","1320615010538","",1983,50,2,9,139,1,,1983,5,0,,0,101,,,44.4445,-71.9162,,,,,,"M211Ba",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10194609010661","10187291010661","1320615010538","",1983,50,2,9,140,2,,1983,6,0,,0,101,,,44.41673,-71.88843,,,,,,"M211Ba",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10194611010661","10187291010661","1320615010538","",1983,50,2,9,141,1,,1983,6,0,,0,101,,,44.38895,-71.88843,,,,,,"M211Ba",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10194636010661","10187291010661","1320615010538","",1983,50,2,9,142,1,,1983,5,0,,0,101,,,44.94449,-71.8051,,,,,,"M211Af",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10194682010661","10187291010661","1320615010538","",1983,50,2,9,143,1,,1983,5,0,,0,101,,,44.94449,-71.83287,,,,,,"M211Af",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10194730010661","10187291010661","1320615010538","",1983,50,2,9,144,1,,1983,6,0,,0,101,,,44.66672,-71.83287,,,,,,"M211Ae",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10194752010661","10187291010661","1320615010538","",1983,50,2,9,145,1,,1983,5,0,,0,101,,,44.61116,-71.80509,,,,,,"M211Ae",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10194799010661","10187291010661","1320615010538","",1983,50,2,9,146,1,,1983,6,0,,0,101,,,44.55561,-71.83287,,,,,,"M211Ae",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10194843010661","10187291010661","1320615010538","",1983,50,2,9,147,1,,1983,6,0,,0,101,,,44.47228,-71.86065,,,,,,"M211Ae",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10194888010661","10187291010661","1320615010538","",1983,50,2,9,148,1,,1983,6,0,,0,101,,,44.4445,-71.86065,,,,,,"M211Ba",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10194953010661","10187291010661","1320615010538","",1983,50,2,9,149,1,,1983,5,0,,0,101,,,44.97227,-71.77732,,,,,,"M211Af",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10194998010661","10187291010661","1320615010538","",1983,50,2,9,150,1,,1983,5,0,,0,101,,,44.75005,-71.86065,,,,,,"M211Ae",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10195025010661","10187291010661","1320615010538","",1983,50,2,9,151,1,,1983,5,0,,0,101,,,44.94449,-71.77732,,,,,,"M211Af",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10195058010661","10187291010661","1320615010538","",1983,50,2,9,152,1,,1983,6,0,,0,101,,,44.88894,-71.74954,,,,,,"M211Af",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10195105010661","10187291010661","1320615010538","",1983,50,2,9,153,1,,1983,6,0,,0,101,,,44.88894,-71.72176,,,,,,"M211Af",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10195169010661","10187291010661","1320615010538","",1983,50,2,9,154,1,,1983,5,0,,0,101,,,44.86116,-71.74954,,,,,,"M211Af",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10195210010661","10187291010661","1320615010538","",1983,50,2,9,155,1,,1983,5,0,,0,101,,,44.86116,-71.72176,,,,,,"M211Af",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10195273010661","10187291010661","1320615010538","",1983,50,2,9,156,1,,1983,5,0,,0,101,,,44.63894,-71.72176,,,,,,"M211Ae",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10195316010661","10187291010661","1320615010538","",1983,50,2,9,157,1,,1983,5,0,,0,101,,,44.75005,-71.6662,,,,,,"M211Ae",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10195344010661","10187291010661","1320615010538","",1983,50,2,9,158,1,,1983,5,0,,0,101,,,44.61116,-71.77731,,,,,,"M211Ae",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
